date,permno,permco,shrcd,ret,vol,shrout,prc,navm,dscnt
2013-04-30,79643.0,31980.0,14.0,0.015217462554574,10260.0,19340.0,14.6999998092651,15.375,0.0542635437130004
2013-05-31,79461.0,31742.0,14.0,-0.0451612658798695,11673.0,19301.0,13.8699998855591,15.06,0.0829420761323311
2013-06-30,79461.0,31980.0,14.0,-0.0307185351848602,15248.0,19286.0,13.2810001373291,,
2013-07-31,79561.0,31980.0,14.0,-0.0146265532821417,11760.0,19286.0,12.6400003433228,13.91,0.101969345393275
2013-08-31,79461.0,32082.0,14.0,-0.0228260597214103,12148.0,19286.0,12.3199996948242,,
2013-09-30,79461.0,32082.0,14.0,0.0313830673694611,10763.5,19344.0,12.6199998855591,13.815000000000001,0.0984352621889724
2013-10-31,79461.0,32083.0,14.0,0.0201698206365108,11228.0,19286.0,12.6899995803833,14.05,0.0995324287083282
2013-11-30,79461.0,32082.0,14.0,-0.0198776498436928,10757.0,19356.0,12.3199996948242,,
2013-12-31,79457.0,32082.0,14.0,0.0163071788847446,17035.0,19306.0,12.46999979019165,13.91,0.101769924163818
2014-01-31,79461.0,32082.0,14.0,0.0185822658240795,12679.0,19157.0,12.8900003433228,13.99,0.0965263144583613
2014-02-28,79457.0,32083.0,14.0,0.0243949657306075,9523.0,19211.0,13.0500001907349,14.17,0.0934995275889777
2014-03-31,79457.0,32082.5,14.0,0.00762002891860902,10836.0,19440.0,13.1000003814697,14.26,0.0971178040468604
